sep=,
2025-05-15 12:00:00,openai.gpt-4.1-mini-2025-04-14,935 K
2025-05-15 12:00:00,openai.o4-mini-2025-04-16,2.38 Mil
2025-05-15 13:00:00,anthropic.claude-3-5-haiku-20241022,172 K
2025-05-15 13:00:00,anthropic.claude-3-7-sonnet-20250219,739 K
2025-05-15 13:00:00,google_genai.gemini-2.0-flash-001,26.5 K
2025-05-15 13:00:00,meta.llama-3-2-11b-vision-instruct,292 K
2025-05-15 13:00:00,mistral.pixtral-large-2411,48.9 K
2025-05-15 13:00:00,openai.gpt-4.1-2025-04-14,249 K
2025-05-15 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.07 Mil
2025-05-15 13:00:00,openai.o4-mini-2025-04-16,381 K
2025-05-15 14:00:00,anthropic.claude-3-5-haiku-20241022,263 K
2025-05-15 14:00:00,anthropic.claude-3-7-sonnet-20250219,271 K
2025-05-15 14:00:00,meta.llama-3-2-11b-vision-instruct,60.3 K
2025-05-15 14:00:00,openai.gpt-4.1-2025-04-14,317 K
2025-05-15 14:00:00,openai.gpt-4.1-mini-2025-04-14,1.27 Mil
2025-05-15 14:00:00,openai.o4-mini-2025-04-16,46.6 K
2025-05-15 15:00:00,anthropic.claude-3-5-haiku-20241022,1.05 Mil
2025-05-15 15:00:00,anthropic.claude-3-7-sonnet-20250219,53.0 K
2025-05-15 15:00:00,google_genai.gemini-1.5-pro-002,43.2 K
2025-05-15 15:00:00,google_genai.gemini-2.0-flash-001,90.1 K
2025-05-15 15:00:00,meta.llama-3-2-11b-vision-instruct,61.3 K
2025-05-15 15:00:00,mistral.pixtral-large-2411,99.8 K
2025-05-15 15:00:00,openai.gpt-4.1-2025-04-14,46.7 K
2025-05-15 15:00:00,openai.gpt-4.1-mini-2025-04-14,1.81 Mil
2025-05-15 15:00:00,openai.o4-mini-2025-04-16,19.3 K
2025-05-15 16:00:00,anthropic.claude-3-7-sonnet-20250219,517 K
2025-05-15 16:00:00,google_genai.gemini-1.5-pro-002,226 K
2025-05-15 16:00:00,meta.llama-3-2-11b-vision-instruct,327 K
2025-05-15 16:00:00,ollama.mistral:7b,444
2025-05-15 16:00:00,openai.gpt-4.1-2025-04-14,188 K
2025-05-15 16:00:00,openai.gpt-4.1-mini-2025-04-14,2.58 Mil
2025-05-15 16:00:00,openai.o4-mini-2025-04-16,99.2 K
2025-05-15 17:00:00,anthropic.claude-3-5-haiku-20241022,573 K
2025-05-15 17:00:00,anthropic.claude-3-7-sonnet-20250219,161 K
2025-05-15 17:00:00,google_genai.gemini-2.0-flash-001,5.68 K
2025-05-15 17:00:00,meta.llama-3-2-11b-vision-instruct,56.4 K
2025-05-15 17:00:00,openai.gpt-4.1-2025-04-14,204 K
2025-05-15 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.66 Mil
2025-05-15 17:00:00,openai.o4-mini-2025-04-16,194 K
2025-05-15 18:00:00,anthropic.claude-3-7-sonnet-20250219,627 K
2025-05-15 18:00:00,google_genai.gemini-2.0-flash-001,2.38 K
2025-05-15 18:00:00,meta.llama-3-2-11b-vision-instruct,1.09 K
2025-05-15 18:00:00,openai.gpt-4.1-2025-04-14,33.2 K
2025-05-15 18:00:00,openai.gpt-4.1-mini-2025-04-14,1.74 Mil
2025-05-15 18:00:00,openai.o4-mini-2025-04-16,350 K
2025-05-15 19:00:00,anthropic.claude-3-7-sonnet-20250219,197 K
2025-05-15 19:00:00,openai.gpt-4.1-2025-04-14,120 K
2025-05-15 19:00:00,openai.gpt-4.1-mini-2025-04-14,689 K
2025-05-15 19:00:00,openai.o4-mini-2025-04-16,30.1 K
2025-05-15 20:00:00,anthropic.claude-3-7-sonnet-20250219,352 K
2025-05-15 20:00:00,google_genai.gemini-2.0-flash-001,7.25 K
2025-05-15 20:00:00,openai.gpt-4.1-2025-04-14,36.8 K
2025-05-15 20:00:00,openai.gpt-4.1-mini-2025-04-14,1.08 Mil
2025-05-15 20:00:00,openai.o4-mini-2025-04-16,2.99 Mil
2025-05-15 21:00:00,anthropic.claude-3-7-sonnet-20250219,255 K
2025-05-15 21:00:00,google_genai.gemini-2.0-flash-001,3.04 K
2025-05-15 21:00:00,meta.llama-3-2-11b-vision-instruct,567
2025-05-15 21:00:00,openai.gpt-4.1-2025-04-14,240 K
2025-05-15 21:00:00,openai.gpt-4.1-mini-2025-04-14,1.38 Mil
2025-05-15 21:00:00,openai.o4-mini-2025-04-16,1.25 Mil
2025-05-15 22:00:00,anthropic.claude-3-7-sonnet-20250219,268 K
2025-05-15 22:00:00,google_genai.gemini-2.0-flash-001,3.03 K
2025-05-15 22:00:00,meta.llama-3-2-11b-vision-instruct,8.12 K
2025-05-15 22:00:00,openai.gpt-4.1-2025-04-14,603 K
2025-05-15 22:00:00,openai.gpt-4.1-mini-2025-04-14,982 K
2025-05-15 22:00:00,openai.o4-mini-2025-04-16,237 K
2025-05-15 23:00:00,anthropic.claude-3-7-sonnet-20250219,313 K
2025-05-15 23:00:00,google_genai.gemini-2.0-flash-001,6.97 K
2025-05-15 23:00:00,meta.llama-3-2-11b-vision-instruct,7.28 K
2025-05-15 23:00:00,openai.gpt-4.1-2025-04-14,143 K
2025-05-15 23:00:00,openai.gpt-4.1-mini-2025-04-14,970 K
2025-05-15 23:00:00,openai.o4-mini-2025-04-16,5.63 K
2025-05-16 00:00:00,anthropic.claude-3-7-sonnet-20250219,26.8 K
2025-05-16 00:00:00,google_genai.gemini-2.0-flash-001,26.5 K
2025-05-16 00:00:00,openai.gpt-4.1-2025-04-14,858 K
2025-05-16 00:00:00,openai.gpt-4.1-mini-2025-04-14,1.20 Mil
2025-05-16 01:00:00,anthropic.claude-3-7-sonnet-20250219,1.35 K
2025-05-16 01:00:00,google_genai.gemini-2.0-flash-001,1.67 K
2025-05-16 01:00:00,openai.gpt-4.1-2025-04-14,186 K
2025-05-16 01:00:00,openai.gpt-4.1-mini-2025-04-14,2.74 Mil
2025-05-16 01:00:00,openai.o4-mini-2025-04-16,5.37 K
2025-05-16 02:00:00,anthropic.claude-3-7-sonnet-20250219,2.86 K
2025-05-16 02:00:00,google_genai.gemini-2.0-flash-001,2.70 K
2025-05-16 02:00:00,openai.gpt-4.1-2025-04-14,44.9 K
2025-05-16 02:00:00,openai.gpt-4.1-mini-2025-04-14,2.04 Mil
2025-05-16 03:00:00,anthropic.claude-3-7-sonnet-20250219,1.54 K
2025-05-16 03:00:00,openai.gpt-4.1-2025-04-14,50.1 K
2025-05-16 03:00:00,openai.gpt-4.1-mini-2025-04-14,204 K
2025-05-16 03:00:00,openai.o4-mini-2025-04-16,4.86 K
2025-05-16 04:00:00,anthropic.claude-3-7-sonnet-20250219,26.4 K
2025-05-16 04:00:00,google_genai.gemini-2.0-flash-001,949
2025-05-16 04:00:00,openai.gpt-4.1-2025-04-14,1.01 K
2025-05-16 04:00:00,openai.gpt-4.1-mini-2025-04-14,339 K
2025-05-16 04:00:00,openai.o4-mini-2025-04-16,7.70 K
2025-05-16 05:00:00,anthropic.claude-3-7-sonnet-20250219,505 K
2025-05-16 05:00:00,openai.gpt-4.1-mini-2025-04-14,158 K
2025-05-16 05:00:00,openai.o4-mini-2025-04-16,56.7 K
2025-05-16 06:00:00,openai.gpt-4.1-mini-2025-04-14,64.5 K
2025-05-16 06:00:00,openai.o4-mini-2025-04-16,96.0 K
2025-05-16 07:00:00,openai.gpt-4.1-2025-04-14,4.89 K
2025-05-16 07:00:00,openai.gpt-4.1-mini-2025-04-14,247 K
2025-05-16 08:00:00,anthropic.claude-3-5-haiku-20241022,184 K
2025-05-16 08:00:00,anthropic.claude-3-7-sonnet-20250219,16.2 K
2025-05-16 08:00:00,openai.gpt-4.1-2025-04-14,24.7 K
2025-05-16 08:00:00,openai.gpt-4.1-mini-2025-04-14,2.64 Mil
2025-05-16 08:00:00,openai.o4-mini-2025-04-16,10.2 K
2025-05-16 09:00:00,anthropic.claude-3-5-haiku-20241022,685 K
2025-05-16 09:00:00,anthropic.claude-3-7-sonnet-20250219,214 K
2025-05-16 09:00:00,google_genai.gemini-2.0-flash-001,92.5 K
2025-05-16 09:00:00,meta.llama-3-2-11b-vision-instruct,813
2025-05-16 09:00:00,mistral.pixtral-large-2411,3.54 K
2025-05-16 09:00:00,ollama.mistral:7b,2.36 K
2025-05-16 09:00:00,openai.gpt-4.1-2025-04-14,46.1 K
2025-05-16 09:00:00,openai.gpt-4.1-mini-2025-04-14,3.56 Mil
2025-05-16 09:00:00,openai.o4-mini-2025-04-16,54.8 K
2025-05-16 10:00:00,anthropic.claude-3-5-haiku-20241022,842 K
2025-05-16 10:00:00,anthropic.claude-3-7-sonnet-20250219,723 K
2025-05-16 10:00:00,google_genai.gemini-2.0-flash-001,29.6 K
2025-05-16 10:00:00,meta.llama-3-2-11b-vision-instruct,42.7 K
2025-05-16 10:00:00,openai.gpt-4.1-2025-04-14,92.5 K
2025-05-16 10:00:00,openai.gpt-4.1-mini-2025-04-14,2.11 Mil
2025-05-16 10:00:00,openai.o4-mini-2025-04-16,86.8 K
2025-05-16 11:00:00,anthropic.claude-3-5-haiku-20241022,332 K
2025-05-16 11:00:00,anthropic.claude-3-7-sonnet-20250219,313 K
2025-05-16 11:00:00,meta.llama-3-2-11b-vision-instruct,16.0 K
2025-05-16 11:00:00,ollama.mistral:7b,282
2025-05-16 11:00:00,openai.gpt-4.1-2025-04-14,286 K
2025-05-16 11:00:00,openai.gpt-4.1-mini-2025-04-14,1.28 Mil
2025-05-16 11:00:00,openai.o4-mini-2025-04-16,23.8 K
2025-05-16 12:00:00,anthropic.claude-3-5-haiku-20241022,48.6 K
2025-05-16 12:00:00,anthropic.claude-3-7-sonnet-20250219,22.3 K
2025-05-16 12:00:00,google_genai.gemini-2.0-flash-001,131 K
2025-05-16 12:00:00,ollama.mistral:7b,1.01 K
2025-05-16 12:00:00,openai.gpt-4.1-2025-04-14,289 K
2025-05-16 12:00:00,openai.gpt-4.1-mini-2025-04-14,1.37 Mil
2025-05-16 12:00:00,openai.o4-mini-2025-04-16,53.0 K
2025-05-16 13:00:00,anthropic.claude-3-5-haiku-20241022,970
2025-05-16 13:00:00,anthropic.claude-3-7-sonnet-20250219,239 K
2025-05-16 13:00:00,google_genai.gemini-2.0-flash-001,225 K
2025-05-16 13:00:00,meta.llama-3-2-11b-vision-instruct,8.50 K
2025-05-16 13:00:00,ollama.mistral:7b,300
2025-05-16 13:00:00,openai.gpt-4.1-2025-04-14,392 K
2025-05-16 13:00:00,openai.gpt-4.1-mini-2025-04-14,2.37 Mil
2025-05-16 14:00:00,anthropic.claude-3-5-haiku-20241022,1.56 K
2025-05-16 14:00:00,anthropic.claude-3-7-sonnet-20250219,296 K
2025-05-16 14:00:00,google_genai.gemini-1.5-pro-002,4.57 K
2025-05-16 14:00:00,google_genai.gemini-2.0-flash-001,335 K
2025-05-16 14:00:00,meta.llama-3-2-11b-vision-instruct,16.7 K
2025-05-16 14:00:00,mistral.mistral-small-2503,1.33 K
2025-05-16 14:00:00,openai.gpt-4.1-2025-04-14,185 K
2025-05-16 14:00:00,openai.gpt-4.1-mini-2025-04-14,935 K
2025-05-16 14:00:00,openai.o4-mini-2025-04-16,38.9 K
2025-05-16 15:00:00,anthropic.claude-3-5-haiku-20241022,18.3 K
2025-05-16 15:00:00,anthropic.claude-3-7-sonnet-20250219,261 K
2025-05-16 15:00:00,google_genai.gemini-2.0-flash-001,224 K
2025-05-16 15:00:00,meta.llama-3-2-11b-vision-instruct,293 K
2025-05-16 15:00:00,ollama.mistral:7b,1.00 K
2025-05-16 15:00:00,openai.gpt-4.1-2025-04-14,378 K
2025-05-16 15:00:00,openai.gpt-4.1-mini-2025-04-14,1.15 Mil
2025-05-16 15:00:00,openai.o4-mini-2025-04-16,389 K
2025-05-16 16:00:00,anthropic.claude-3-7-sonnet-20250219,85.6 K
2025-05-16 16:00:00,openai.gpt-4.1-2025-04-14,450 K
2025-05-16 16:00:00,openai.gpt-4.1-mini-2025-04-14,683 K
2025-05-16 16:00:00,openai.o4-mini-2025-04-16,3.57 K
2025-05-16 17:00:00,anthropic.claude-3-7-sonnet-20250219,54.1 K
2025-05-16 17:00:00,meta.llama-3-2-11b-vision-instruct,1.42 K
2025-05-16 17:00:00,ollama.mistral:7b,2.22 K
2025-05-16 17:00:00,openai.gpt-4.1-2025-04-14,161 K
2025-05-16 17:00:00,openai.gpt-4.1-mini-2025-04-14,242 K
2025-05-16 17:00:00,openai.o4-mini-2025-04-16,6.48 K
2025-05-16 18:00:00,anthropic.claude-3-7-sonnet-20250219,208 K
2025-05-16 18:00:00,openai.gpt-4.1-mini-2025-04-14,113 K
2025-05-16 18:00:00,openai.o4-mini-2025-04-16,22.1 K
2025-05-16 19:00:00,anthropic.claude-3-7-sonnet-20250219,190 K
2025-05-16 19:00:00,openai.gpt-4.1-mini-2025-04-14,2.57 Mil
2025-05-16 20:00:00,anthropic.claude-3-7-sonnet-20250219,219 K
2025-05-16 20:00:00,openai.gpt-4.1-2025-04-14,535 K
2025-05-16 20:00:00,openai.gpt-4.1-mini-2025-04-14,27.5 K
2025-05-16 20:00:00,openai.o4-mini-2025-04-16,4.01 Mil
2025-05-16 21:00:00,anthropic.claude-3-7-sonnet-20250219,3.70 K
2025-05-16 21:00:00,openai.gpt-4.1-2025-04-14,47.7 K
2025-05-16 21:00:00,openai.gpt-4.1-mini-2025-04-14,754 K
2025-05-16 21:00:00,openai.o4-mini-2025-04-16,32.8 K
2025-05-16 22:00:00,anthropic.claude-3-7-sonnet-20250219,77.0 K
2025-05-16 22:00:00,openai.gpt-4.1-2025-04-14,91.9 K
2025-05-16 22:00:00,openai.gpt-4.1-mini-2025-04-14,21.1 K
2025-05-16 23:00:00,anthropic.claude-3-7-sonnet-20250219,38.9 K
2025-05-16 23:00:00,google_genai.gemini-2.0-flash-001,2.15 K
2025-05-16 23:00:00,openai.gpt-4.1-2025-04-14,52.9 K
2025-05-16 23:00:00,openai.gpt-4.1-mini-2025-04-14,27.5 K
2025-05-16 23:00:00,openai.o4-mini-2025-04-16,131 K
2025-05-17 00:00:00,anthropic.claude-3-7-sonnet-20250219,83.8 K
2025-05-17 00:00:00,openai.gpt-4.1-2025-04-14,527 K
2025-05-17 00:00:00,openai.gpt-4.1-mini-2025-04-14,6.82 K
2025-05-17 00:00:00,openai.o4-mini-2025-04-16,15.4 K
2025-05-17 01:00:00,google_genai.gemini-2.0-flash-001,146 K
2025-05-17 01:00:00,openai.gpt-4.1-2025-04-14,322 K
2025-05-17 01:00:00,openai.gpt-4.1-mini-2025-04-14,200 K
2025-05-17 01:00:00,openai.o4-mini-2025-04-16,32.0 K
2025-05-17 02:00:00,openai.gpt-4.1-2025-04-14,370
2025-05-17 02:00:00,openai.gpt-4.1-mini-2025-04-14,98.9 K
2025-05-17 02:00:00,openai.o4-mini-2025-04-16,20.3 K
2025-05-17 03:00:00,openai.gpt-4.1-mini-2025-04-14,16.7 K
2025-05-17 04:00:00,google_genai.gemini-1.5-pro-002,479
2025-05-17 04:00:00,google_genai.gemini-2.0-flash-001,779
2025-05-17 04:00:00,mistral.pixtral-large-2411,9.56 K
2025-05-17 04:00:00,openai.gpt-4.1-mini-2025-04-14,21.7 K
2025-05-17 05:00:00,openai.gpt-4.1-mini-2025-04-14,56.6 K
2025-05-17 06:00:00,openai.gpt-4.1-mini-2025-04-14,11.6 K
2025-05-17 07:00:00,openai.gpt-4.1-2025-04-14,1.72 K
2025-05-17 07:00:00,openai.gpt-4.1-mini-2025-04-14,59.5 K
2025-05-17 08:00:00,anthropic.claude-3-7-sonnet-20250219,50.6 K
2025-05-17 08:00:00,openai.gpt-4.1-2025-04-14,108 K
2025-05-17 08:00:00,openai.gpt-4.1-mini-2025-04-14,25.5 K
2025-05-17 08:00:00,openai.o4-mini-2025-04-16,2.89 K
2025-05-17 09:00:00,anthropic.claude-3-5-haiku-20241022,144 K
2025-05-17 09:00:00,meta.llama-3-2-11b-vision-instruct,195
2025-05-17 09:00:00,openai.gpt-4.1-2025-04-14,319 K
2025-05-17 09:00:00,openai.gpt-4.1-mini-2025-04-14,2.10 Mil
2025-05-17 09:00:00,openai.o4-mini-2025-04-16,2.13 K
2025-05-17 10:00:00,anthropic.claude-3-7-sonnet-20250219,33.8 K
2025-05-17 10:00:00,openai.gpt-4.1-2025-04-14,2.34 K
2025-05-17 10:00:00,openai.gpt-4.1-mini-2025-04-14,701 K
2025-05-17 10:00:00,openai.o4-mini-2025-04-16,92.5 K
2025-05-17 11:00:00,anthropic.claude-3-7-sonnet-20250219,23.3 K
2025-05-17 11:00:00,openai.gpt-4.1-2025-04-14,156 K
2025-05-17 11:00:00,openai.gpt-4.1-mini-2025-04-14,1.84 Mil
2025-05-17 11:00:00,openai.o4-mini-2025-04-16,15.1 K
2025-05-17 12:00:00,anthropic.claude-3-5-haiku-20241022,20
2025-05-17 12:00:00,anthropic.claude-3-7-sonnet-20250219,12.6 K
2025-05-17 12:00:00,google_genai.gemini-1.5-pro-002,113
2025-05-17 12:00:00,google_genai.gemini-2.0-flash-001,28
2025-05-17 12:00:00,mistral.mistral-small-2503,179
2025-05-17 12:00:00,mistral.pixtral-large-2411,167
2025-05-17 12:00:00,openai.gpt-4.1-2025-04-14,664 K
2025-05-17 12:00:00,openai.gpt-4.1-mini-2025-04-14,2.71 Mil
2025-05-17 12:00:00,openai.o4-mini-2025-04-16,51.0 K
2025-05-17 13:00:00,anthropic.claude-3-5-haiku-20241022,20
2025-05-17 13:00:00,anthropic.claude-3-7-sonnet-20250219,427 K
2025-05-17 13:00:00,google_genai.gemini-1.5-pro-002,143
2025-05-17 13:00:00,google_genai.gemini-2.0-flash-001,456 K
2025-05-17 13:00:00,mistral.mistral-small-2503,157
2025-05-17 13:00:00,mistral.pixtral-large-2411,152
2025-05-17 13:00:00,openai.gpt-4.1-2025-04-14,339 K
2025-05-17 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.10 Mil
2025-05-17 13:00:00,openai.o4-mini-2025-04-16,134 K
2025-05-17 14:00:00,anthropic.claude-3-7-sonnet-20250219,262 K
2025-05-17 14:00:00,meta.llama-3-2-11b-vision-instruct,14.4 K
2025-05-17 14:00:00,ollama.mistral:7b,1.85 K
2025-05-17 14:00:00,openai.gpt-4.1-2025-04-14,192 K
2025-05-17 14:00:00,openai.gpt-4.1-mini-2025-04-14,411 K
2025-05-17 14:00:00,openai.o4-mini-2025-04-16,140 K
2025-05-17 15:00:00,anthropic.claude-3-5-haiku-20241022,2.62 K
2025-05-17 15:00:00,anthropic.claude-3-7-sonnet-20250219,11.7 K
2025-05-17 15:00:00,meta.llama-3-2-11b-vision-instruct,484
2025-05-17 15:00:00,openai.gpt-4.1-2025-04-14,219 K
2025-05-17 15:00:00,openai.gpt-4.1-mini-2025-04-14,404 K
2025-05-17 15:00:00,openai.o4-mini-2025-04-16,550 K
2025-05-17 16:00:00,anthropic.claude-3-5-haiku-20241022,1.60 K
2025-05-17 16:00:00,anthropic.claude-3-7-sonnet-20250219,3.82 K
2025-05-17 16:00:00,google_genai.gemini-1.5-pro-002,112
2025-05-17 16:00:00,google_genai.gemini-2.0-flash-001,38
2025-05-17 16:00:00,mistral.mistral-small-2503,179
2025-05-17 16:00:00,mistral.pixtral-large-2411,167
2025-05-17 16:00:00,openai.gpt-4.1-2025-04-14,926 K
2025-05-17 16:00:00,openai.gpt-4.1-mini-2025-04-14,546 K
2025-05-17 17:00:00,anthropic.claude-3-7-sonnet-20250219,159 K
2025-05-17 17:00:00,openai.gpt-4.1-2025-04-14,338 K
2025-05-17 17:00:00,openai.gpt-4.1-mini-2025-04-14,1.20 Mil
2025-05-17 17:00:00,openai.o4-mini-2025-04-16,14.6 K
2025-05-17 18:00:00,anthropic.claude-3-5-haiku-20241022,70
2025-05-17 18:00:00,anthropic.claude-3-7-sonnet-20250219,60.5 K
2025-05-17 18:00:00,google_genai.gemini-1.5-pro-002,190
2025-05-17 18:00:00,google_genai.gemini-2.0-flash-001,146
2025-05-17 18:00:00,meta.llama-3-2-11b-vision-instruct,110 K
2025-05-17 18:00:00,mistral.mistral-small-2503,329
2025-05-17 18:00:00,mistral.pixtral-large-2411,216
2025-05-17 18:00:00,openai.gpt-4.1-2025-04-14,29.6 K
2025-05-17 18:00:00,openai.gpt-4.1-mini-2025-04-14,204 K
2025-05-17 18:00:00,openai.o4-mini-2025-04-16,572
2025-05-17 19:00:00,anthropic.claude-3-7-sonnet-20250219,5.41 K
2025-05-17 19:00:00,meta.llama-3-2-11b-vision-instruct,1.67 K
2025-05-17 19:00:00,openai.gpt-4.1-2025-04-14,1.59 Mil
2025-05-17 19:00:00,openai.gpt-4.1-mini-2025-04-14,82.0 K
2025-05-17 19:00:00,openai.o4-mini-2025-04-16,106 K
2025-05-17 20:00:00,anthropic.claude-3-5-haiku-20241022,40
2025-05-17 20:00:00,anthropic.claude-3-7-sonnet-20250219,129 K
2025-05-17 20:00:00,google_genai.gemini-1.5-pro-002,50
2025-05-17 20:00:00,google_genai.gemini-2.0-flash-001,20
2025-05-17 20:00:00,meta.llama-3-2-11b-vision-instruct,2.89 K
2025-05-17 20:00:00,mistral.mistral-small-2503,166
2025-05-17 20:00:00,mistral.pixtral-large-2411,56
2025-05-17 20:00:00,openai.gpt-4.1-2025-04-14,288 K
2025-05-17 20:00:00,openai.gpt-4.1-mini-2025-04-14,620 K
2025-05-17 20:00:00,openai.o4-mini-2025-04-16,371 K
2025-05-17 21:00:00,anthropic.claude-3-7-sonnet-20250219,112 K
2025-05-17 21:00:00,openai.gpt-4.1-2025-04-14,7.45 K
2025-05-17 21:00:00,openai.gpt-4.1-mini-2025-04-14,317 K
2025-05-17 21:00:00,openai.o4-mini-2025-04-16,3.79 Mil
2025-05-17 22:00:00,anthropic.claude-3-7-sonnet-20250219,234 K
2025-05-17 22:00:00,openai.gpt-4.1-2025-04-14,102 K
2025-05-17 22:00:00,openai.gpt-4.1-mini-2025-04-14,717 K
2025-05-17 22:00:00,openai.o4-mini-2025-04-16,52.6 K
2025-05-17 23:00:00,anthropic.claude-3-7-sonnet-20250219,586 K
2025-05-17 23:00:00,openai.gpt-4.1-2025-04-14,1.06 Mil
2025-05-17 23:00:00,openai.gpt-4.1-mini-2025-04-14,414 K
2025-05-17 23:00:00,openai.o4-mini-2025-04-16,55.6 K
2025-05-18 00:00:00,anthropic.claude-3-7-sonnet-20250219,68.2 K
2025-05-18 00:00:00,ollama.mistral:7b,4.07 K
2025-05-18 00:00:00,openai.gpt-4.1-2025-04-14,530 K
2025-05-18 00:00:00,openai.gpt-4.1-mini-2025-04-14,618 K
2025-05-18 01:00:00,openai.gpt-4.1-2025-04-14,91.9 K
2025-05-18 01:00:00,openai.gpt-4.1-mini-2025-04-14,221 K
2025-05-18 02:00:00,anthropic.claude-3-7-sonnet-20250219,30.8 K
2025-05-18 02:00:00,openai.gpt-4.1-mini-2025-04-14,200 K
2025-05-18 03:00:00,openai.gpt-4.1-mini-2025-04-14,197 K
2025-05-18 04:00:00,openai.gpt-4.1-mini-2025-04-14,27.4 K
2025-05-18 05:00:00,openai.gpt-4.1-mini-2025-04-14,27.3 K
2025-05-18 05:00:00,openai.o4-mini-2025-04-16,66.3 K
2025-05-18 06:00:00,anthropic.claude-3-7-sonnet-20250219,84.9 K
2025-05-18 06:00:00,openai.o4-mini-2025-04-16,73.2 K
2025-05-18 07:00:00,anthropic.claude-3-7-sonnet-20250219,197 K
2025-05-18 07:00:00,openai.gpt-4.1-mini-2025-04-14,103 K
2025-05-18 08:00:00,anthropic.claude-3-7-sonnet-20250219,270 K
2025-05-18 08:00:00,google_genai.gemini-2.0-flash-001,57.8 K
2025-05-18 08:00:00,openai.gpt-4.1-2025-04-14,10.8 K
2025-05-18 08:00:00,openai.gpt-4.1-mini-2025-04-14,358 K
2025-05-18 09:00:00,anthropic.claude-3-5-haiku-20241022,9.38 K
2025-05-18 09:00:00,anthropic.claude-3-7-sonnet-20250219,127 K
2025-05-18 09:00:00,google_genai.gemini-2.0-flash-001,24.3 K
2025-05-18 09:00:00,meta.llama-3-2-11b-vision-instruct,1.14 K
2025-05-18 09:00:00,mistral.mistral-small-2503,9.73 K
2025-05-18 09:00:00,mistral.pixtral-large-2411,9.79 K
2025-05-18 09:00:00,openai.gpt-4.1-2025-04-14,3.99 K
2025-05-18 09:00:00,openai.gpt-4.1-mini-2025-04-14,1.16 Mil
2025-05-18 09:00:00,openai.o4-mini-2025-04-16,8.00 K
2025-05-18 10:00:00,anthropic.claude-3-7-sonnet-20250219,72.2 K
2025-05-18 10:00:00,google_genai.gemini-2.0-flash-001,14.3 K
2025-05-18 10:00:00,openai.gpt-4.1-2025-04-14,176 K
2025-05-18 10:00:00,openai.gpt-4.1-mini-2025-04-14,1.25 Mil
2025-05-18 10:00:00,openai.o4-mini-2025-04-16,50.7 K
2025-05-18 11:00:00,anthropic.claude-3-7-sonnet-20250219,291 K
2025-05-18 11:00:00,google_genai.gemini-1.5-pro-002,3.32 K
2025-05-18 11:00:00,google_genai.gemini-2.0-flash-001,18.9 K
2025-05-18 11:00:00,openai.gpt-4.1-2025-04-14,96.1 K
2025-05-18 11:00:00,openai.gpt-4.1-mini-2025-04-14,555 K
2025-05-18 11:00:00,openai.o4-mini-2025-04-16,402 K
2025-05-18 12:00:00,anthropic.claude-3-5-haiku-20241022,42.4 K
2025-05-18 12:00:00,anthropic.claude-3-7-sonnet-20250219,117 K
2025-05-18 12:00:00,google_genai.gemini-2.0-flash-001,30.2 K
2025-05-18 12:00:00,meta.llama-3-2-11b-vision-instruct,1.06 K
2025-05-18 12:00:00,ollama.mistral:7b,2.89 K
2025-05-18 12:00:00,openai.gpt-4.1-2025-04-14,161 K
2025-05-18 12:00:00,openai.gpt-4.1-mini-2025-04-14,955 K
2025-05-18 12:00:00,openai.o4-mini-2025-04-16,110 K
2025-05-18 13:00:00,anthropic.claude-3-5-haiku-20241022,151 K
2025-05-18 13:00:00,anthropic.claude-3-7-sonnet-20250219,577 K
2025-05-18 13:00:00,meta.llama-3-2-11b-vision-instruct,3.07 K
2025-05-18 13:00:00,openai.gpt-4.1-2025-04-14,151 K
2025-05-18 13:00:00,openai.gpt-4.1-mini-2025-04-14,1.61 Mil
2025-05-18 13:00:00,openai.o4-mini-2025-04-16,401 K
2025-05-18 14:00:00,anthropic.claude-3-5-haiku-20241022,49
2025-05-18 14:00:00,anthropic.claude-3-7-sonnet-20250219,337 K
2025-05-18 14:00:00,google_genai.gemini-1.5-pro-002,261
2025-05-18 14:00:00,google_genai.gemini-2.0-flash-001,58
2025-05-18 14:00:00,mistral.mistral-small-2503,340
2025-05-18 14:00:00,mistral.pixtral-large-2411,235
2025-05-18 14:00:00,ollama.mistral:7b,1.33 K
2025-05-18 14:00:00,openai.gpt-4.1-2025-04-14,158 K
2025-05-18 14:00:00,openai.gpt-4.1-mini-2025-04-14,2.69 Mil
2025-05-18 14:00:00,openai.o4-mini-2025-04-16,122 K
2025-05-18 15:00:00,anthropic.claude-3-7-sonnet-20250219,422 K
2025-05-18 15:00:00,openai.gpt-4.1-2025-04-14,86.4 K
2025-05-18 15:00:00,openai.gpt-4.1-mini-2025-04-14,1.19 Mil
2025-05-18 15:00:00,openai.o4-mini-2025-04-16,226 K
2025-05-18 16:00:00,anthropic.claude-3-5-haiku-20241022,240
2025-05-18 16:00:00,anthropic.claude-3-7-sonnet-20250219,364 K
2025-05-18 16:00:00,google_genai.gemini-2.0-flash-001,1.08 K
2025-05-18 16:00:00,meta.llama-3-2-11b-vision-instruct,11.1 K
2025-05-18 16:00:00,ollama.mistral:7b,172
2025-05-18 16:00:00,openai.gpt-4.1-2025-04-14,644 K
2025-05-18 16:00:00,openai.gpt-4.1-mini-2025-04-14,1.37 Mil
