user_id,primary_affiliation,department
0cbceece-e505-4f1a-8cc6-8d7ca3737885,Staff,Fiscal Ofc Geisel
0eaf457a-b85e-4951-88a5-9979f42b9657,Staff,CTBH
8fb1ff8b-2aa3-4a4d-a439-663cad97c410,Staff,Lib-Digital Strategies
0216368b-2581-4d21-a866-745d2fc8b3ca,Faculty,Middle Eastern Studies
90425868-179d-417c-8fc3-b0f34c9d9c66,Staff,Dean of Faculty
47a70d7b-4654-48a7-8669-7f7dabcca67b,ExEmployee,People Practices
11c4c2fd-ecc1-41f9-bc9c-2cdb3d9ca1d6,Student,GR
1ed6e272-2432-43b1-9153-53175eac11c3,Staff,CTBH
ff0d3e13-d2aa-4d38-90cc-42a3990ad7a5,Student,GR
c3319c54-ed26-4d02-b737-36f3995c9816,Student,TH
bedc7d59-9304-4c06-a4b9-557a1904ad33,Staff,Tech Transfer Office
7fd76ff3-34f7-4c0b-97db-21d62ce28913,Staff,CTBH
835ac775-faba-427d-b67a-5297659a2da8,Staff,Geisel HR
35456149-5f94-4393-bf1b-ca1ead1d0c8b,Staff,Lib-Admin
f4a39742-62e0-4ca8-993d-e6afe8b36e2a,Faculty,Thayer School
7d7d9689-c261-42be-9713-ac47dede70b9,Faculty,PBS
313a7ce8-f1c7-4838-895e-5aca3b1630bf,Staff,Provost Admin
a65c4082-5a74-4d2e-aa31-3eb9c15f5d24,Alum,GR
8760072b-4de6-4bd3-b83b-79d27e139c43,Staff,Geisel Education
12379a8d-7022-42e0-b41d-058f61acfc58,Student,'26
c4c556bb-30ed-43e0-b46b-52de1b9496d3,Faculty,Dept Med Ed
283a5370-5738-4c66-a64e-c67f9f67a43c,Alum,TH
94d19596-8d32-43d5-a2b9-96501f5102ca,Staff,Lib-Feldberg
fea2f79b-55fc-4edc-aee1-3d0ecb2fb45e,Staff,CSV IT Systems
67457834-e6e5-4d01-9863-2f29e5ddfe1c,Staff,Lib-Digital Strategies
aeae8e1b-c234-4c3c-b05b-033b1345684a,Student,'25
62f0c2e2-ba45-4fe1-bda3-2f7887461e45,Student,TH
f6c04ce6-1468-4853-8ee4-6fc489d18bd1,Staff,Dartmouth Cancer Ctr
158c4ce9-d462-4e75-a30d-f20eab9efccc,Faculty,Government
b061bbf8-dcad-494d-b465-259a4f5e3aab,Faculty,Biomed Data Sci
a2c9460f-14dc-4110-aba2-eb8cbb81a19c,Student,'26
56d5cf12-e149-40fb-892e-53a3f7ccb6ed,Student,GR
2bf63b1a-290c-4a8a-9e35-dc17b5d6f697,Faculty,LALACS
8b2f6178-d5ce-4228-90bd-24da55c76e8a,Faculty,Health Pol Clin Prac
85ca979e-5b8b-4940-8be8-0b340ab14762,Student,GR
d519b50e-9179-4f03-b655-19a1bd829dc5,Student,'28
010e15ad-6d13-4e2f-be84-2f049173c262,Staff,SA Systems Tech
dbf3c665-f5cc-4432-9419-4580de2fc231,Student,TH
7f5fa931-945d-4ec7-b2bc-61f7d265a2f4,Faculty,Epidemiology
4fd23af1-0099-49a7-8daa-4b134ac8122a,Staff,Advancement Admin
e634750c-a8ba-46fe-815a-2645dc56472e,Faculty,Thayer School
ab1841ac-b4fb-4a14-be26-bde3d9f89aaf,Student,GR
8ef35d87-c815-4ed3-bdda-431fe8c31670,Staff,D-CAL
d6f105d6-2f02-421a-a3f4-ede7450197e0,Staff,Digital Online Lning
8ea36200-9cf0-4435-96d9-13b2e21e0922,Student,GR
b92d657f-affe-4015-990a-06cb1f8a1c10,Faculty,Mathematics
eb4ea66b-cb19-4598-b522-c785764e9175,Staff,Inst Quant Biomed Sci
c46b8a9b-4e99-477a-bd09-a091bbe72aaa,Student,'22
52afa0b2-fffe-4279-b847-a05b8386addf,Student,TH
f28a4654-56c9-49a6-a5c3-e4651d9331eb,Student,GR
4b3ebf0a-faa3-480a-a7d0-068e5e9c11ab,Staff,CSV Operations
6f263e47-deb4-4f93-a3c1-fd9920591ffb,Staff,Provost Admin
35fa8a7e-027a-4e6c-b8eb-8e2a212fa5b5,Faculty,Thayer School
69277bfe-6250-4ee4-8823-770be688b4fc,Student,'27
1c2ad2b4-079c-44e9-b9c9-70adac96a94d,Student,TH
3caade5d-281b-41b8-9259-9e07dc08b595,Student,'25
a69836da-d447-421f-831b-b38db80ed739,Student,GR
c02e8101-4db5-4bf5-8566-f833fb37382d,Student,GR
7b240224-9b7b-4aa3-b5d1-47f8f6aa82ee,Staff,Enterprise Systems Grp
4cd62e8f-4e1f-4583-9ba7-87d2f50ac0eb,Faculty,Biological Sciences
9e706f11-313e-49f6-bbd6-3f672abe61dd,Staff,D-CAL
6eab72b6-06db-426d-ac12-65d145b095e4,Staff,Athletic Administration
a21caa64-a08f-4a7c-8cd6-4756d5f39faa,Faculty,Biomed Data Sci
32ddd0a3-7896-45fb-a759-b4b14a1dd95c,Staff,Thayer School
00974f08-6986-472b-9a1e-88a720ed5771,Student,'26
0a97f220-0619-4db7-aa3a-d0d6c7b07630,Student,'26
42d721d5-261d-4e51-9b7e-365cd4b53806,Faculty,Biomed Data Sci
cb72237f-0ba3-4403-a98e-acb8b1a695f8,Student,'27
a2a24f97-be12-4c47-8852-b7d5dd77b54a,Student,'25
c3b66e2d-fb05-493b-9a6e-83ee51e3a18f,Staff,Hood Museum of Art
18b60813-e507-4ec1-80b1-1c48812381f2,Member,Biomedical Data Science
6e856ad5-c1ea-4515-bb42-394474430bec,Student,TH
b934622a-8de6-495f-aefc-eb5578b30f77,Faculty,Film and Media Studies
97e461da-dba9-4ca0-a2d5-098efe038f53,Faculty,Quant Social Sci
22bd1e22-27fa-4fb7-a904-a44f7b281fdc,Faculty,CFMED
ee1d6196-4ae6-4b5e-84c9-eab3710784ac,Staff,Athletic Administration
41fb0f0a-f5b6-456b-9d62-5e1298ba73f5,Faculty,ASCL
df83c3b8-71ea-46b5-8561-fd78b6c8c1e5,Staff,Thayer School
a8cf46b3-832f-49b4-82a4-0b50a603e4a5,Staff,Lib-R&L
553bf59d-60c2-42f5-ba04-5d050985971f,Staff,Campus IT Support
2e4b7e2a-742f-4784-93fb-8ea84ac68df1,Faculty,Geisel Education
a23f521a-84d4-4188-baf9-b19a09cba9de,Staff,Lib-Preservation
8ce97c9a-5e50-41b6-ba59-c0bf9380a545,Staff,Biomed Data Sci
7defc2fd-4c2a-414d-ab62-f8918f80c1f4,Faculty,Computer Science
1fc53e97-7b51-4434-87c9-ae70d665db11,Staff,Dartmouth Cancer Ctr
dc19c4d7-d15b-4a03-b8ee-091ecb10cb22,Student,TH
8e7c2701-5588-4870-8c68-564a8afaed29,Staff,Conf & Events
deb84599-9de8-4dff-9fc9-4e9afe4930cd,Staff,Hood Museum of Art
3bbcb322-c0bc-41c2-b113-265905e2db98,Staff,Lib-Feldberg
bf9d2b13-7230-417b-b405-6d0a98485e6f,Student,GR
538ee023-e4c3-4c50-8ed9-d39ac88713a8,Staff,Financial Reporting
14f32449-79b4-4841-9d0a-7500489d407d,Student,GR
45d473b6-7124-4d7b-b74e-297d947fca64,Staff,Lib-Acquisitions
efd925ed-6c5c-4295-87ee-fd9896edea33,Staff,Lib-Digital Program
34a256e6-a0db-47da-bdb6-7887bf6ca3f1,Faculty,Biomed Data Sci
69fb046a-ccab-4c35-a191-a8694deab831,Student,'26
2fa15086-390b-4afb-b6ce-e81f2d5eab4c,Student,GR
914d0a49-945d-4a85-9387-430392b35e5b,Student,GR
2ba72863-0210-4d17-b822-59b5c0a25977,Staff,Epidemiology
05e93527-3d88-4f6b-889a-b181904b866c,Student,GR
5cdaab7b-df38-4527-b6b0-f3b7ab00f209,Staff,Lib-Jones Media
9d3096fd-650a-4aec-8c01-42ce27337c05,Staff,Campus IT Support
996c28b1-daeb-4156-9e73-eec1848e6a84,Student,GR
7cda3130-7a7d-4a59-8f9b-b9065421bbb5,Faculty,PBS
0445c626-465a-42df-92fd-3678c349739e,Staff,Arts + Sciences
b44e6553-301d-4883-b7f1-f062292785ad,Staff,Micro Immuno
4105d907-a994-4d08-844a-27d5815ae871,Staff,Lib-Catmet
82bb22f4-a0df-4b6f-accb-c5e30ef0538f,Staff,Biomed Data Sci
29b0ab5c-8158-432c-bb04-16586ee20a11,Staff,Campus IT Support
6edd5cc7-7f1e-477d-922d-e8bbc0b671e1,Staff,Thayer School
2347adef-00c4-4697-84ad-869e0a67aabd,Staff,Enterprise Systems Grp
92fd6981-d691-4e0a-bbc5-28324c784a1e,Staff,Enterprise Systems Grp
861cc3be-46ae-41c6-9984-0107c8f0a81e,Staff,Biochem Cell Biology
fdd974a2-d3cc-49b9-86f8-1d7456ec3dc6,Student,TH
3dbb3e46-a7d0-470e-b4bf-c3ab3c61407e,Staff,Molec and Sys Biol
922e4556-d54e-4696-be97-ce6a7a69fa84,Staff,Arts + Sciences
2b7a1861-3d76-4578-ab54-44ec284131d9,Staff,Rsch Comp
bc190130-ce12-464d-a314-2aaba973e56f,Student,'26
db32e928-cbc0-4fc1-8b65-2825f06c17f3,Student,'26
9231ac1f-c5dc-4c01-8dc1-c194626d7da7,Staff,Campus IT Support
8ce2a708-2faa-414f-91ec-7514119af857,Student,'26
0f3ee3a3-4863-460b-ad31-486dadb4b85c,Student,'25
699da1b6-0acb-4489-9fa9-6bc98aa70181,Staff,Enterprise Systems Grp
0946cabe-afd4-430e-810a-76820a674793,Staff,Arts + Sciences
eac908f7-f60f-4c51-b3bc-9ebdefc19a0c,Faculty,Thayer School
f4eb7082-1781-4246-9d96-560d1aeb83f3,Staff,OSP Administration
d93f0852-cf4b-4369-9855-188c7f4e1928,Faculty,Government
3dbc6979-1b88-4d76-8ec2-c834d663a7d2,Student,'26
92a064ba-1ed9-4045-a1b2-1d1a281a2b98,Faculty,Molec and Sys Biol
73bda382-b661-4e84-9e51-dafd910d9328,Staff,Biomed Data Sci
d7fffa4f-42cf-43ca-881c-17e2e3e6bfb0,Staff,Lib-R&L
635e30e8-22e3-4054-a1eb-01f9e07f81ec,Student,'26
681c3668-3193-43dd-84d2-a6e86d994474,Faculty,Mathematics
ef1875f8-a744-4f98-a9a8-e7a291c767e7,Staff,Biomed Data Sci
412f7ea4-190e-4836-9c75-61522ce83a77,Staff,Lib-R&L
e0617b4c-2812-4341-ab87-10640aa52df3,Student,GR
d1a86508-ad79-43d8-888f-7e281995a7a4,Student,GR
8ede0576-906b-40c4-b9c0-0a923435b7dc,Student,GR
fe7f15b3-5b74-4b35-bb80-77acda551da9,Staff,Campus IT Support
8eae2ca7-68dd-42b7-b2f5-05509d21d26f,Faculty,Physics & Astronomy
9d456024-7ba8-4d59-8316-0239a0e49f30,Staff,Arts + Sciences
470b8d84-a68c-42d4-a457-4a17dc75dafb,Student,'26
13c9f552-6acb-4139-adfe-ee52a0b6d956,Student,GR
309372c6-c22f-4782-8c7d-a5eadb17ea66,Staff,Thayer School
7ddf0750-1caf-4768-a465-84f80fe29fc7,Staff,Digital Online Lning
4ce58405-f1c5-4f1c-b35f-4b9f1f6a0d8c,Faculty,Dartmouth Cancer Ctr
dacd61d7-1f8b-4333-a625-b0f44c874f56,Student,GR
2a40e470-608c-494c-92f3-117227fa4bc9,Student,GR
b1995bf7-895d-4ed5-8396-afd6a66466c3,Staff,Registrar UG
f4518234-9c4b-46d2-8f26-e6b462735142,Staff,Talent Acquisition
e9cc6c55-a943-439e-b1ae-40fd87cfd333,Student,GR
a56ab27b-7570-4b7d-b447-3803679a9330,Student,TH
3d2a168f-3601-4ffa-a9b3-8e85082dff53,Staff,Biomedical Research
ce32ea5d-56d6-4703-a741-6f1d95478add,Faculty,Chemistry
16648e03-fee5-4519-8c19-b2f6463fffba,Staff,Campus IT Support
254a9b48-e203-4399-b057-e2d5dcbd7462,Student,'25
90e1754d-8916-4794-9f35-602f54096109,Student,GR
02db4904-10f6-45d9-8a9e-1789f0de3332,Student,GR
a646987b-6a63-4369-b476-a27911785007,Staff,Lib-Preservation
af39a9ab-ed0c-45e9-ba58-d8e2558c5d48,Faculty,Government
24643dad-9c4f-49cd-b718-ae33d9d9291d,Staff,Geisel Education
967cd576-b688-4207-8a8f-9372514e0523,Student,GR
2168dfa3-a2fe-4927-a42f-cec6ac650a77,Faculty,Thayer School
899772ec-584e-4fcf-8655-2e19522e1ebc,Student,TH
d4739704-d34c-42c1-a3ab-9e32a20f972d,Student,UG
fc74dc93-9d04-415f-98b9-9689c9776fac,Student,GR
eea48bf5-3c65-4c4d-a9da-3d39b1c2f77e,Staff,D-CAL
814f73f2-84cf-40c2-9305-8375f347bdb4,Student,UG
1c6fc646-dbeb-40c8-8da8-2f7f542c59cd,ExEmployee,Epidemiology
bff6b3f2-aa1a-4689-a3a8-3845d7ab0f73,Student,TH
d966bd30-b6a5-4e4d-baea-9245b08beb08,Student,GR
aac57e95-6b5c-49f0-8075-f1e97557a5ae,Student,TH
f1678c8b-6bdf-46bd-b764-6511acae414e,Staff,Dartmouth Cancer Ctr
2f659984-c120-42d1-b0fe-36f5c0a48b13,Faculty,Thayer School
f90365aa-3b53-4656-b02a-2c1693607ec2,Staff,CTBH
1697bf8a-de18-4b71-9d76-f012f618863c,Faculty,English
c03b8d7c-f182-42a3-a847-079f4e22f68d,Student,'28
c6b29173-b8b0-471b-b47e-27e5c322dd3c,Faculty,Thayer School
4609a905-2ee1-4492-99f4-e58530880fb1,Student,TH
a488520f-a505-4935-8a37-6e76b13e07cc,Staff,Grad & Adv Studies
73b6fe81-0925-4a55-acd2-925dc59b6e91,Staff,Development Shr Srvc
1ba07db2-e1f8-4ae5-b4f4-1e682ccbb6ff,Student,TH
14c3fc87-4b22-4203-961f-4fc781566315,Student,GR
644a4653-75fa-4940-a215-4fda32699f2e,Student,TH
6c0f6e50-0411-4560-b124-a03b4b0497b5,Faculty,Micro Immuno
2e45adca-d821-4f15-9c1c-51cd60832456,Student,TH
0d465cbc-4d47-48c3-92cc-4b4001eb0f7b,Faculty,Mathematics
2f19b785-6784-4a7c-bf8d-4ec33a779104,Student,TH
1385c9c1-b496-4ada-ab2b-53e3993df675,Student,GR
d9a85933-b0a8-4f58-8d3b-4bac066d7ed7,Faculty,Inst for Writing Rhetoric
0e6c8014-105a-42ab-97b1-c6a49eb397fc,Staff,Lib-Biomed
96ffaf7e-efa0-4d7b-95a3-80158b5d7a6f,Student,'26
c9510162-c6d6-4f7a-b262-a11e0c3cbdc4,Student,'21
f5454f60-7f60-4d8d-945a-9119e71074a5,Student,GR
4e3839fa-d8d8-45c4-a540-8e7307aeec3f,Student,'28
514b3518-6761-43f8-ba8e-dcc124357e30,Student,GR
9c0c0a2d-90b4-4a01-b116-d97a73675467,Student,TH
5fcc1f53-d099-4d8d-9d9a-3417116fbfc7,Faculty,Thayer School
4baa07f6-6a37-4d99-84d8-3bf451037f7d,Student,GR
10ea2677-1480-4790-b9fc-89f3d9665ccd,Staff,Talent Acquisition
7bfbb71b-e9c1-4c09-a0ff-fe904fd4f4cd,Student,'25
19e583b9-ed61-404d-81ca-e71310801529,Student,'27
7e48a8d2-4250-409e-9b36-4a30fa2a201c,Staff,ITC Strategic Init
2f9f0bcf-e0b5-4f0b-a6c4-fe6303801a32,Staff,Development Shr Srvc
fedb8795-6a84-4630-973a-791322e37c79,Student,GR
7b44b275-4bed-4018-bbdf-d550bf230af1,Student,TH
7cd9e010-7db4-46c8-8dd5-74faaee81143,Student,'26
d800de6e-9f96-4fb6-8bf4-2a96800d5bf9,Student,'28
e5f86c13-af01-43ec-ae80-344cde484ad5,Student,TH
843aa35b-2245-4b0f-83ac-1cc8c4898f9e,Staff,Biomedical Research
2cb8e065-507b-46f5-8870-abbcd26f68a9,Student,'26
db0a642d-6aa4-4419-a6d8-03e8c5af19e0,Faculty,Thayer School
24a88345-884a-4267-aea3-6397d03a1fce,Staff,Dartmouth Cancer Ctr
050502fb-03b2-4a99-97f3-520b9b4d45b8,Staff,Development Shr Srvc
3b021e68-762f-4858-8988-6b995dc362cb,Student,'28
1bb22c5d-8865-4908-ace4-d28cd5734c74,Student,GR
1191b61f-1399-447a-b85b-60b7c8121a63,Student,'28
b412f8c2-a17c-495d-98ec-61a6d276e15f,Student,GR
03092685-5b46-40c5-a65b-e2da8c4e77cb,Student,TH
07e722e2-f6d4-4dbb-bc6d-2ee59ba9bc9d,Faculty,Biological Sciences
b5ca7906-175b-490a-85a4-c3c7e82f1ba9,Student,'26
e69ffb57-c75c-406f-8db9-8c3b167ae383,Student,'24
cace4ab3-79b3-4356-be8a-d260b02f8c8a,Student,TH
37920af2-a068-4af4-9663-9779fd28bb2e,Faculty,Geisel Education
8f9a52af-e544-4615-9ad8-28a08b9e26cc,Student,TH
18e92172-39fe-49bf-8fea-d605e31d61e9,Alum,24
778167ca-460b-496c-9143-9a6ae88f52dd,Student,'28
9a663906-88db-4625-bc8b-320e4db9ff77,Student,TH
0cbd54ad-4822-419a-abac-c64002609761,Student,UG
655b8181-f5f7-4956-abbd-9381cd3b9bf5,Staff,Student Affairs
91e53637-1471-43d1-b80b-9d27c02d5ac5,Student,GR
59286320-2cba-44dd-a918-536e08e72300,Student,TH
ede7dda0-728d-47d0-8b46-8efbfd610bba,Staff,Human Resources
96e4b214-8f80-4857-8089-4d9dec0fc671,Staff,Biomed Data Sci
3028f292-c3e2-4871-80c9-3e948a5775c5,Student,'28
88222f87-bdb1-4aee-b194-d496234123af,Faculty,Mathematics
385ff4b2-bfaf-4e77-b769-e8a8e96672e7,Student,GR
0b750ee0-5ce2-44ff-b961-3ac264a638bb,Staff,Geisel Education
3d7b88b3-e4cb-418d-9657-99f3dec430fc,Staff,Lib-DLTG
fa16b164-2eac-4ac8-a12f-8e06c56f6bf4,Student,'27
e814eb96-2a6b-406c-8fe7-4b537281df2c,Student,'28
da11ca6c-4b28-4eda-862d-aaddf461e877,Staff,Rsch Comp
ea3121a6-73e6-4af2-8ac6-62beb59a7a9c,Faculty,Thayer School
5118cf80-420f-4777-8922-85de77c02092,Student,UG
687ab5b5-60c0-4369-944d-e6864bdba0bb,Student,TH
0d971912-4018-410a-a82b-a115eedfe1d6,Student,TH
6b49a2b4-8533-44f8-a45e-c8478ce1b131,Staff,Dartmouth Institute
cfed0be9-6054-455e-9d83-3c2ca5c70a8f,Student,'26
4b222493-407f-4ad4-a437-aa0b5fb6d762,Staff,Digital Online Lning
bc9c5839-cdd1-4ea2-b502-c87e695ce30b,Student,'26
d5eef16d-25f8-42d7-b072-69da943f3555,Staff,DCAD Admin
7907d13e-099e-401d-87fd-e512010518e5,Student,'26
aeebce26-fa68-49a1-aa1e-62072cde6ab6,Student,DM
bd3dea06-8b8e-4502-98ce-0c8034d15c6b,Staff,Acad Skills
872cfd5f-846b-4dba-9bcf-f636dbf4c09c,Student,DM
4c0db416-b664-4c85-a4fc-ae0c5d56f37c,Student,'28
379d141c-c4a4-4a18-a3ba-6541256a8d17,Student,GR
077e85c0-4610-456b-a4c1-d38cc4a48430,Staff,M&W Intercollegiate
574aecb1-c279-41ca-9cc9-f7c6b5a0c586,Student,GR
5b35e738-d130-4b83-b852-aabf2b7b9200,Staff,Digital Online Lning
d1790fb0-5cfb-4c0f-9272-5c3d0bb82358,Student,'28
115cb3d8-b04d-4640-b185-ecbbaae754f7,Faculty,Biochem Cell Biology
a1a73c8d-16ab-4c9b-95d3-7e7ea123a968,Student,'28
159bc5d1-cc98-41c3-bcbd-0fc0c873aac0,Student,'24
71c8880e-169f-4316-9771-e9493a517652,Student,'27
f0261740-f51a-4d67-80e2-bd1663208ee5,Staff,Lib-Admin
2b7d54d1-7c1a-4ff6-ab51-403ab2dd3762,Student,GR
6b6c935c-b2f4-46d8-8e6b-fb87ef02bca1,Student,'25
df1d47aa-2968-44c2-a774-f59c28568f13,Student,TH
943b01c6-22b0-4594-a7fd-055d674e39ba,Staff,Network Svcs
f941caf8-eead-4ccf-9f0a-a660e583822e,Student,'28
362cb58f-937d-4c23-b4a8-73cbf552bf5e,Student,'26
7bb4de03-5b9c-4ca2-92cf-76532208f05a,Student,GR
ceaf63d0-0195-46bb-ada2-62666cd0a098,Student,'27
b11a0a56-b17d-4742-844b-af28eba91de3,Staff,Thayer School
e62b4805-a779-4b18-9894-5c92a166605b,Faculty,Geography
2b7cbc42-d88e-4881-ac74-9881212fef2b,Student,'27
efa1e5e8-09b7-43f2-937c-f1dafb292ac8,Staff,Geisel Education
32a85107-0fce-470b-9de0-99aacd8e119f,Student,'27
ed0d4cd6-a7c1-4aac-aa3c-bb78f3a096f3,Student,TH
53b2c88f-5dad-41c6-b772-068296320da5,Staff,Grad & Adv Studies
9c9ca707-2c28-4e42-b99f-215fd1228254,Student,'27
aff3c3a0-771c-412a-91dc-64f202a9bead,ExEmployee,Biological Sciences
15ad75ba-2951-4cd7-9df6-4bc9ee69eca8,Staff,Development Shr Srvc
9ed2aec6-06a2-4548-bde4-b6b911edc8e2,Faculty,Medicine
3361f7f7-cd31-4569-ab2a-e0574189fa8d,Student,'25
a645504a-00a4-46bb-ad88-3d535332485c,Student,'28
1de99f89-9e91-4535-b539-1c9f7dab5541,Student,TH
57c84eaf-a70a-4d4c-99ae-837eaa241ec1,Student,'27
70e016e6-2545-4f26-9015-07c6dbaaa787,Student,'25
c844b1ae-cc2c-4724-84b7-db369bb08f39,Student,'26
c805ea95-0d7a-49c5-b511-b96c991bbd39,Student,'25
e25f3ba4-b90c-40d8-ac12-74c00914b99e,Staff,Computing Geisel
a05823d3-5f63-4062-94b0-14861386f435,Faculty,Molec and Sys Biol
26f27f28-4044-4b2e-af74-a779df71f8e7,Student,TH
748a6736-7f8a-43cb-8381-4f0036b5e2dc,Student,'27
64764b0d-26c7-4532-b0d7-70243a0b176e,Staff,Peak Performance
31d6e6c5-a3c1-44a9-96f0-93fbf31c5339,Student,'28
7cb6f7a1-34a3-4a61-b806-658ba2e6d571,Staff,Technician Svcs
6d42bc20-f7b1-4131-a83d-33054ed56aff,Alum,23
22bcef3d-b111-437b-a817-134345b8e831,Faculty,Medicine
1b75b56a-a61d-4d86-979b-8dd291daca21,Staff,Finance and Admin
399bd739-9d37-4eac-9833-dc67dca8ba4d,Student,'27
e83906b6-f2a0-451b-8e48-ed016da11993,Student,'27
8f41cbee-3db2-4dc1-b78c-ef37491af7bd,Student,'25
1c825525-c66e-47ac-9ded-d0d67c9381bc,Student,'28
8d3836db-376a-4ce5-bd46-49ba0ea29691,Student,'27
64d49798-15b3-4217-8077-d607f7dcd2c5,Student,'28
bdbf3cba-b5d6-4353-bd4b-3056c0df1d7e,Student,'26
27d54400-4017-484b-8f55-d85c9446dd0f,Student,TH
88acb583-aa0e-4e1e-95bf-9a08c90084d2,Faculty,Biological Sciences
a4c6a2d6-c5da-4bc5-b2bc-45929326721f,Student,'28
f88d4373-f08c-41f3-9a19-adcdb7c8b4d3,Student,'28
20492e17-ae6c-419d-9c41-a9241effa4e7,Student,'28
7149073c-a16b-4677-a4ab-12d2460b51ea,Faculty,Geisel Education
c837a257-6477-4a3e-9712-5522e7996dc1,Student,'28
760454ff-003e-4949-a236-26383cb68d98,Student,GR
f834784c-28b4-4eb7-94ae-6df2513f99b6,Student,UG
96354ecb-e753-4d13-b75d-3391facc1b2c,Student,'27
0c7aa604-00ac-49c0-a632-836da739781b,Student,GR
8919baba-4e96-424c-b298-4d0810751358,Student,'27
0c4dfb13-a3bf-42df-9427-2255190680b2,Student,'25
b01cdebd-b2de-4aaf-b738-8d16b2ce5f93,Staff,Mathematics
10844e8c-ea12-4844-a936-0202c141c2d5,Student,'25
64f81d19-e9bc-4b2e-b7aa-8999334e388f,Staff,Enterprise Systems Grp
c93cf16a-7077-4c94-a01f-b78405f1c447,Student,'27
57861263-13e9-4575-b508-a2291cd5bca1,Student,'25
a2b9c51f-9c8e-42cf-9cd4-9d8fb7c5b042,Student,'28
2f669d6a-6002-455b-81d2-fd6a4751d2bc,Student,'28
ac23cebe-2d6d-49a6-b64e-22efa2c61cc5,Staff,Dean Ofc Geisel
594e522e-c39a-4584-8e0e-cc15583cf224,Student,TH
09a0fe7a-351d-4098-98bd-351f4f23b8be,Student,DM
505221ce-6bde-496c-9aa4-6d4375f07bad,Student,'24
9da0de88-cd88-40e8-b744-9f2eaa9b7831,Student,'27
3d7669a4-b6b5-4d58-97bf-c83928199238,Student,'27
ac96cffa-d56c-4e44-9ca4-7df4605ff438,Faculty,Medicine
fec877e0-26e9-46dd-a0ba-d8f375c146d6,Staff,Thayer School
f94f00ca-81ea-4050-a51b-6981ead3482f,Student,'28
10bbbe4d-9194-4c53-8fe8-7835d4f49d6d,Student,'28
b7903e90-f5a4-4aa5-8805-ecb6fca538db,Student,TH
e173bd22-8a04-4372-aabf-9487389f4271,Student,GR
6ea07152-6c8f-41f2-9bf5-243a736cfc9b,Student,'28
53795ae0-8a8b-446a-8a57-db3f27647ecb,Faculty,Path & Lab Med
a972a524-0888-41cb-aaa8-2a86796be97d,Student,'27
501b067a-9af9-4159-9199-d7935a55fee4,Student,'25
b5e2c492-e557-48a8-b0d4-28595a4cdb75,Student,'28
a02c5122-cbb1-4c30-b9ed-94a9965c7ac9,Student,UG
1dc41964-ed56-4879-8090-b9b4f8ba0f36,Student,GR
e9e0cfa3-82e6-4f74-8810-eeb860439f27,Student,GR
86730284-5894-4608-85ca-1192644c0c9d,Student,'28
6bdd6961-6391-482f-b81f-10eb0a50e51f,Student,'25
c8ef2ac3-233f-4225-bc94-45c55c641dee,Student,GR
bec7878e-f921-4ab8-aa1d-49b09c187563,Student,'27
1c4e34f9-c253-4401-9967-30ae5c1db17a,Student,'25
0eb8917f-f3d6-4863-9114-348901296e06,Student,'26
06efb9c4-4fff-4269-921b-4863984305b8,Alum,24
5f8b9e5a-9fa7-4638-935b-d06e1ee69ee5,Student,'27
83f0c004-a68a-4a1f-ab37-9d6ee0b12013,Student,'25
0bbda975-9c33-489d-8a2d-0126aee35aa9,Student,UG
64940840-7c69-4265-84be-c71fa7fe5e82,Staff,Grad & Adv Studies
aa1137aa-6dc4-4514-816d-d59c4377a76f,Student,'28
f2eefa7f-4e88-48f4-beff-517db4c3be17,Student,'28
d30e6d9e-fa37-4914-b3bd-71284f0b80af,Faculty,CFMED
250fd2e7-a160-4da9-9256-2a1a2f18f988,Student,GR
91b9406d-359a-4734-85e1-30e825b461f4,Student,'28
480647ba-ace1-49cf-92ea-c0d1948dbc91,Staff,Health Care Mgmt Edu
9db076ec-6550-4fed-904e-811b55d71808,Student,GR
bb6c347c-c1d2-4981-85fc-d0003136a418,Student,'27
87138cc1-ba5b-4f9a-be41-7f8242384e55,Student,'26
d728eeb9-f83d-4128-8e5c-8e65bda1b6ff,Student,'27
21915162-bea0-444e-a07d-691be31c5b71,Student,'25
5664462e-6721-4284-b3ac-d0b0f68f9087,Student,'28
1f86c12f-9bc7-4955-8127-963cf98bda82,Staff,Primary Care
0acba8fe-f0f0-4830-b43e-e8a36e483169,Student,'28
01cd150d-82cf-443e-bfdd-c2b3f4bebef9,Student,'28
d9a20cdc-9b02-420f-8c3c-bc67efb1078f,Faculty,Health Pol Clin Prac
7304ec7d-f2c8-4363-8fbd-19d579c551ce,Staff,Dartmouth Institute
767a7236-b560-433c-9f8f-6cbb5faa3369,Student,'28
2f60b4ab-2767-43c7-9a8f-dded399cfabf,Student,'24
e10758cb-93bb-4c2e-9b5e-7a65afaa3445,Student,'28
4252cb98-89d2-4158-af33-55da8752760c,Staff,Enterprise Systems Grp
6f2d2e44-a98b-414b-bec8-07c7c98507e9,Staff,Digital Online Lning
7d5b9b39-2820-4203-a836-7cd3ca6accb5,Student,TH
0a550ffa-aef5-4422-86c0-7498330f3c25,Staff,"Info, Tech & Consulting"
5e51b0f0-d87b-4b4e-9409-5ec5ac171e69,Staff,Epidemiology
c29435d6-82bf-400b-a4cc-9d9430932dd7,Student,'25
